claim_id,year,quarter,region,segment,claim_type,incurred_amount_eur,status,date_of_loss
CLM-11219,2024,4,Catalonia,Private Motor,Windscreen,134269.38,Closed,28/10/2024
CLM-11220,2024,4,Catalonia,Private Motor,Total loss,613475.79,Closed,03/10/2024
CLM-11221,2024,4,Catalonia,Private Motor,Windscreen,83864.07,Open,20/11/2024
CLM-11222,2024,4,Catalonia,Private Motor,Weather damage,306761.19,Open,21/10/2024
CLM-11223,2024,4,Catalonia,Private Motor,Third-party liability,594507.29,Closed,02/12/2024
CLM-11224,2024,4,Catalonia,Private Motor,Theft,1084712.14,Open,13/10/2024
CLM-11225,2024,4,Catalonia,Private Motor,Theft,574040.41,Closed,18/10/2024
CLM-11226,2024,4,Catalonia,Private Motor,Total loss,2614429.47,Closed,27/12/2024
CLM-11227,2024,4,Catalonia,Private Motor,Third-party liability,1829848.95,Closed,26/10/2024
CLM-11228,2024,4,Catalonia,Private Motor,Weather damage,253444.0,Open,22/10/2024
CLM-11229,2024,4,Catalonia,Private Motor,Collision,407912.9,Open,28/11/2024
CLM-11230,2024,4,Catalonia,Private Motor,Third-party liability,490632.72,Closed,04/11/2024
CLM-11231,2024,4,Catalonia,Private Motor,Collision,641678.89,Closed,03/11/2024
CLM-11232,2024,4,Galicia,Commercial Fleet,Third-party liability,977803.63,Closed,01/10/2024
CLM-11233,2024,4,Galicia,Commercial Fleet,Third-party liability,777055.67,Closed,26/12/2024
CLM-11234,2024,4,Galicia,Commercial Fleet,Collision,246969.68,Open,14/10/2024
CLM-11235,2024,4,Galicia,Commercial Fleet,Collision,493091.74,Closed,16/12/2024
CLM-11236,2024,4,Galicia,Commercial Fleet,Collision,197661.84,Closed,12/12/2024
CLM-11237,2024,4,Galicia,Commercial Fleet,Weather damage,416339.12,Closed,10/10/2024
CLM-11238,2024,4,Galicia,Private Motor,Third-party liability,743154.24,Closed,20/11/2024
CLM-11239,2024,4,Galicia,Private Motor,Third-party liability,1625624.45,Closed,17/12/2024
CLM-11240,2024,4,Galicia,Private Motor,Third-party liability,460657.48,Closed,25/10/2024
CLM-11241,2024,4,Galicia,Private Motor,Weather damage,314237.08,Closed,21/10/2024
CLM-11242,2024,4,Galicia,Private Motor,Collision,293070.52,Closed,04/12/2024
CLM-11243,2024,4,Galicia,Private Motor,Total loss,1895684.49,Closed,11/12/2024
CLM-11244,2024,4,Madrid,Commercial Fleet,Total loss,1531747.8,Open,14/10/2024
CLM-11245,2024,4,Madrid,Commercial Fleet,Collision,131000.56,Closed,16/11/2024
CLM-11246,2024,4,Madrid,Commercial Fleet,Total loss,912676.63,Closed,26/11/2024
CLM-11247,2024,4,Madrid,Commercial Fleet,Collision,186888.37,Closed,22/10/2024
CLM-11248,2024,4,Madrid,Commercial Fleet,Theft,223587.7,Open,31/12/2024
CLM-11249,2024,4,Madrid,Commercial Fleet,Weather damage,427703.32,Closed,29/12/2024
CLM-11250,2024,4,Madrid,Commercial Fleet,Collision,646904.51,Closed,15/10/2024
CLM-11251,2024,4,Madrid,Commercial Fleet,Collision,187340.87,Closed,13/12/2024
CLM-11252,2024,4,Madrid,Commercial Fleet,Theft,517490.7,Closed,14/12/2024
CLM-11253,2024,4,Madrid,Commercial Fleet,Collision,320876.2,Closed,06/11/2024
CLM-11254,2024,4,Madrid,Commercial Fleet,Third-party liability,1051303.73,Open,30/11/2024
CLM-11255,2024,4,Madrid,Commercial Fleet,Collision,250234.85,Closed,26/11/2024
CLM-11256,2024,4,Madrid,Commercial Fleet,Third-party liability,713423.21,Closed,09/12/2024
CLM-11257,2024,4,Madrid,Commercial Fleet,Total loss,1016025.09,Closed,24/10/2024
CLM-11258,2024,4,Madrid,Commercial Fleet,Weather damage,245698.29,Open,23/12/2024
CLM-11259,2024,4,Madrid,Commercial Fleet,Collision,417435.42,Closed,06/11/2024
CLM-11260,2024,4,Madrid,Commercial Fleet,Third-party liability,402561.55,Open,27/12/2024
CLM-11261,2024,4,Madrid,Motorcycle,Third-party liability,970964.86,Open,18/11/2024
CLM-11262,2024,4,Madrid,Motorcycle,Collision,725427.17,Closed,12/12/2024
CLM-11263,2024,4,Madrid,Motorcycle,Collision,634588.33,Open,01/10/2024
CLM-11264,2024,4,Madrid,Private Motor,Third-party liability,1206357.06,Closed,05/11/2024
CLM-11265,2024,4,Madrid,Private Motor,Windscreen,38196.82,Open,07/10/2024
CLM-11266,2024,4,Madrid,Private Motor,Third-party liability,1041915.56,Closed,17/10/2024
CLM-11267,2024,4,Madrid,Private Motor,Theft,329943.99,Closed,09/10/2024
CLM-11268,2024,4,Madrid,Private Motor,Theft,274574.17,Closed,06/10/2024
CLM-11269,2024,4,Madrid,Private Motor,Collision,255582.9,Closed,18/10/2024
CLM-11270,2024,4,Madrid,Private Motor,Windscreen,45399.64,Closed,24/12/2024
CLM-11271,2024,4,Madrid,Private Motor,Third-party liability,396145.96,Closed,11/11/2024
CLM-11272,2024,4,Madrid,Private Motor,Third-party liability,591495.49,Closed,13/12/2024
CLM-11273,2024,4,Madrid,Private Motor,Windscreen,44992.5,Closed,07/11/2024
CLM-11274,2024,4,Madrid,Private Motor,Collision,344227.36,Closed,31/12/2024
CLM-11275,2024,4,Madrid,Private Motor,Collision,500445.22,Closed,23/11/2024
CLM-11276,2024,4,Madrid,Private Motor,Third-party liability,863112.63,Open,13/12/2024
CLM-11277,2024,4,Madrid,Private Motor,Collision,527277.74,Closed,17/10/2024
CLM-11278,2024,4,Madrid,Private Motor,Windscreen,80173.14,Closed,23/10/2024
CLM-11279,2024,4,Madrid,Private Motor,Windscreen,34825.23,Closed,04/12/2024
CLM-11280,2024,4,Madrid,Private Motor,Collision,773674.26,Open,17/11/2024
CLM-11281,2024,4,Madrid,Private Motor,Collision,363740.58,Open,13/10/2024
CLM-11282,2024,4,Madrid,Private Motor,Collision,407045.97,Open,20/11/2024
CLM-11283,2024,4,Madrid,Private Motor,Total loss,2024268.17,Closed,12/12/2024
CLM-11284,2024,4,Madrid,Private Motor,Total loss,1476562.88,Closed,28/12/2024
CLM-11285,2024,4,Madrid,Private Motor,Collision,598806.67,Closed,25/12/2024
CLM-11286,2024,4,Madrid,Private Motor,Third-party liability,1138788.15,Closed,16/11/2024
CLM-11287,2024,4,Madrid,Private Motor,Windscreen,30394.78,Closed,08/11/2024
CLM-11288,2024,4,Madrid,Private Motor,Collision,441521.66,Open,20/11/2024
CLM-11289,2024,4,Valencia,Commercial Fleet,Third-party liability,1100796.28,Closed,01/11/2024
CLM-11290,2024,4,Valencia,Commercial Fleet,Total loss,736368.28,Closed,01/12/2024
CLM-11291,2024,4,Valencia,Commercial Fleet,Total loss,1398033.84,Closed,21/12/2024
CLM-11292,2024,4,Valencia,Commercial Fleet,Collision,1018878.26,Closed,16/12/2024
CLM-11293,2024,4,Valencia,Commercial Fleet,Theft,747783.7,Open,25/11/2024
CLM-11294,2024,4,Valencia,Commercial Fleet,Collision,200653.86,Closed,18/11/2024
CLM-11295,2024,4,Valencia,Commercial Fleet,Collision,154781.45,Closed,24/11/2024
CLM-11296,2024,4,Valencia,Commercial Fleet,Windscreen,41510.38,Open,08/10/2024
CLM-11297,2024,4,Valencia,Private Motor,Collision,474574.66,Closed,20/12/2024
CLM-11298,2024,4,Valencia,Private Motor,Windscreen,46093.61,Closed,24/12/2024
CLM-11299,2024,4,Valencia,Private Motor,Collision,391817.95,Closed,02/12/2024
CLM-11300,2024,4,Valencia,Private Motor,Windscreen,39056.14,Closed,26/12/2024
CLM-11301,2024,4,Valencia,Private Motor,Collision,267576.87,Closed,17/12/2024
CLM-11302,2024,4,Valencia,Private Motor,Theft,422182.06,Closed,29/10/2024
CLM-11303,2024,4,Valencia,Private Motor,Collision,193183.3,Open,15/12/2024
CLM-11304,2024,4,Valencia,Private Motor,Third-party liability,814345.06,Closed,10/12/2024
CLM-11305,2024,4,Valencia,Private Motor,Collision,213954.57,Closed,24/10/2024
CLM-11306,2024,4,Valencia,Private Motor,Theft,487049.12,Open,06/12/2024
CLM-11307,2024,4,Valencia,Private Motor,Weather damage,386867.1,Closed,09/11/2024
CLM-11308,2024,4,Valencia,Private Motor,Theft,451225.94,Open,01/11/2024
CLM-11309,2024,4,Valencia,Private Motor,Third-party liability,1273871.51,Closed,01/10/2024
CLM-11310,2024,4,Valencia,Private Motor,Theft,513399.12,Closed,19/11/2024
CLM-11311,2024,4,Valencia,Private Motor,Collision,439961.32,Closed,02/10/2024
CLM-11312,2024,4,Valencia,Private Motor,Weather damage,123473.21,Closed,29/12/2024
CLM-11313,2024,4,Valencia,Private Motor,Theft,537309.93,Closed,29/10/2024
CLM-11314,2024,4,Valencia,Private Motor,Total loss,1303963.75,Closed,24/10/2024
CLM-11315,2025,1,Andalusia,Commercial Fleet,Windscreen,55752.35,Open,12/03/2025
CLM-11316,2025,1,Andalusia,Commercial Fleet,Collision,302886.53,Closed,07/03/2025
CLM-11317,2025,1,Andalusia,Commercial Fleet,Third-party liability,575577.16,Open,04/02/2025
CLM-11318,2025,1,Andalusia,Commercial Fleet,Collision,166801.82,Open,19/01/2025
CLM-11319,2025,1,Andalusia,Commercial Fleet,Total loss,1163133.59,Closed,20/03/2025
CLM-11320,2025,1,Andalusia,Commercial Fleet,Collision,338178.27,Closed,26/02/2025
CLM-11321,2025,1,Andalusia,Commercial Fleet,Total loss,409377.56,Closed,25/03/2025
CLM-11322,2025,1,Andalusia,Commercial Fleet,Total loss,1682875.28,Closed,09/03/2025
CLM-11323,2025,1,Andalusia,Commercial Fleet,Theft,856631.69,Open,01/01/2025
CLM-11324,2025,1,Andalusia,Commercial Fleet,Total loss,999615.92,Open,27/02/2025
CLM-11325,2025,1,Andalusia,Commercial Fleet,Windscreen,63466.44,Closed,16/02/2025
CLM-11326,2025,1,Andalusia,Motorcycle,Theft,805939.01,Open,18/03/2025
CLM-11327,2025,1,Andalusia,Motorcycle,Collision,321564.14,Open,14/03/2025
CLM-11328,2025,1,Andalusia,Motorcycle,Theft,748013.06,Open,09/03/2025
CLM-11329,2025,1,Andalusia,Motorcycle,Collision,396811.53,Open,20/02/2025
CLM-11330,2025,1,Andalusia,Motorcycle,Total loss,1448084.91,Closed,20/02/2025
CLM-11331,2025,1,Andalusia,Motorcycle,Third-party liability,677358.85,Open,17/02/2025
CLM-11332,2025,1,Andalusia,Private Motor,Collision,496768.55,Closed,06/02/2025
CLM-11333,2025,1,Andalusia,Private Motor,Collision,436227.19,Closed,05/01/2025
CLM-11334,2025,1,Andalusia,Private Motor,Collision,129721.81,Closed,22/03/2025
CLM-11335,2025,1,Andalusia,Private Motor,Third-party liability,1047433.39,Closed,06/03/2025
CLM-11336,2025,1,Andalusia,Private Motor,Collision,226370.11,Open,23/01/2025
CLM-11337,2025,1,Andalusia,Private Motor,Weather damage,170706.84,Closed,29/03/2025
CLM-11338,2025,1,Andalusia,Private Motor,Weather damage,415067.93,Open,17/02/2025
CLM-11339,2025,1,Andalusia,Private Motor,Weather damage,153251.54,Closed,04/01/2025
CLM-11340,2025,1,Andalusia,Private Motor,Collision,471306.9,Open,25/03/2025
CLM-11341,2025,1,Andalusia,Private Motor,Theft,405783.96,Closed,23/02/2025
CLM-11342,2025,1,Andalusia,Private Motor,Theft,426728.83,Closed,19/03/2025
CLM-11343,2025,1,Andalusia,Private Motor,Total loss,1342623.15,Open,05/02/2025
CLM-11344,2025,1,Andalusia,Private Motor,Collision,511590.12,Open,27/01/2025
CLM-11345,2025,1,Andalusia,Private Motor,Theft,266489.53,Open,10/02/2025
CLM-11346,2025,1,Andalusia,Private Motor,Theft,492685.72,Open,05/02/2025
CLM-11347,2025,1,Andalusia,Private Motor,Windscreen,42405.71,Closed,05/03/2025
CLM-11348,2025,1,Andalusia,Private Motor,Total loss,810927.34,Open,11/02/2025
CLM-11349,2025,1,Andalusia,Private Motor,Collision,494880.02,Closed,01/03/2025
CLM-11350,2025,1,Andalusia,Private Motor,Theft,539295.23,Open,25/01/2025
CLM-11351,2025,1,Andalusia,Private Motor,Weather damage,383098.14,Open,30/03/2025
CLM-11352,2025,1,Basque Country,Commercial Fleet,Collision,709657.91,Closed,17/01/2025
CLM-11353,2025,1,Basque Country,Commercial Fleet,Theft,477794.4,Closed,05/02/2025
CLM-11354,2025,1,Basque Country,Commercial Fleet,Third-party liability,1559091.4,Open,01/03/2025
CLM-11355,2025,1,Basque Country,Commercial Fleet,Collision,259578.25,Open,05/01/2025
CLM-11356,2025,1,Basque Country,Commercial Fleet,Theft,680165.83,Closed,27/01/2025
CLM-11357,2025,1,Basque Country,Commercial Fleet,Collision,426873.46,Open,06/03/2025
CLM-11358,2025,1,Basque Country,Commercial Fleet,Weather damage,239698.53,Open,03/02/2025
CLM-11359,2025,1,Basque Country,Commercial Fleet,Collision,259863.74,Closed,01/02/2025
CLM-11360,2025,1,Basque Country,Motorcycle,Collision,663278.25,Closed,15/02/2025
CLM-11361,2025,1,Basque Country,Private Motor,Collision,425804.11,Open,22/02/2025
CLM-11362,2025,1,Basque Country,Private Motor,Third-party liability,1222592.97,Closed,02/01/2025
CLM-11363,2025,1,Basque Country,Private Motor,Weather damage,302432.56,Closed,25/03/2025
CLM-11364,2025,1,Basque Country,Private Motor,Collision,393624.46,Closed,01/01/2025
CLM-11365,2025,1,Basque Country,Private Motor,Weather damage,318830.69,Open,04/01/2025
CLM-11366,2025,1,Catalonia,Commercial Fleet,Third-party liability,637273.5,Open,25/03/2025
CLM-11367,2025,1,Catalonia,Commercial Fleet,Third-party liability,1534500.5,Open,23/01/2025
CLM-11368,2025,1,Catalonia,Commercial Fleet,Theft,267288.1,Closed,10/01/2025
CLM-11369,2025,1,Catalonia,Commercial Fleet,Theft,465898.74,Open,14/01/2025
CLM-11370,2025,1,Catalonia,Commercial Fleet,Theft,436279.32,Closed,24/03/2025
CLM-11371,2025,1,Catalonia,Commercial Fleet,Third-party liability,1773741.26,Open,10/01/2025
CLM-11372,2025,1,Catalonia,Commercial Fleet,Total loss,1063160.97,Closed,12/03/2025
CLM-11373,2025,1,Catalonia,Commercial Fleet,Third-party liability,657369.39,Open,20/03/2025
CLM-11374,2025,1,Catalonia,Commercial Fleet,Theft,275838.21,Closed,30/01/2025
CLM-11375,2025,1,Catalonia,Commercial Fleet,Total loss,615122.46,Open,14/02/2025
CLM-11376,2025,1,Catalonia,Commercial Fleet,Collision,404304.03,Open,22/02/2025
CLM-11377,2025,1,Catalonia,Commercial Fleet,Third-party liability,508540.99,Closed,08/03/2025
CLM-11378,2025,1,Catalonia,Commercial Fleet,Collision,193732.39,Closed,09/02/2025
CLM-11379,2025,1,Catalonia,Commercial Fleet,Windscreen,96650.65,Open,14/03/2025
CLM-11380,2025,1,Catalonia,Commercial Fleet,Windscreen,84991.2,Closed,02/01/2025
CLM-11381,2025,1,Catalonia,Commercial Fleet,Total loss,792628.75,Open,08/01/2025
CLM-11382,2025,1,Catalonia,Commercial Fleet,Windscreen,24085.22,Open,21/03/2025
CLM-11383,2025,1,Catalonia,Motorcycle,Collision,441620.65,Closed,14/01/2025
CLM-11384,2025,1,Catalonia,Private Motor,Third-party liability,673776.2,Open,31/03/2025
CLM-11385,2025,1,Catalonia,Private Motor,Third-party liability,1124270.71,Closed,16/01/2025
CLM-11386,2025,1,Catalonia,Private Motor,Theft,329910.95,Open,29/01/2025
CLM-11387,2025,1,Catalonia,Private Motor,Collision,514340.44,Open,13/03/2025
CLM-11388,2025,1,Catalonia,Private Motor,Weather damage,338999.95,Open,24/01/2025
CLM-11389,2025,1,Catalonia,Private Motor,Collision,173600.94,Closed,23/01/2025
CLM-11390,2025,1,Catalonia,Private Motor,Third-party liability,991921.48,Closed,14/02/2025
CLM-11391,2025,1,Catalonia,Private Motor,Third-party liability,549791.6,Open,07/02/2025
CLM-11392,2025,1,Catalonia,Private Motor,Collision,247853.35,Open,01/03/2025
CLM-11393,2025,1,Catalonia,Private Motor,Third-party liability,643510.11,Open,03/03/2025
CLM-11394,2025,1,Catalonia,Private Motor,Weather damage,362595.41,Closed,04/02/2025
CLM-11395,2025,1,Catalonia,Private Motor,Third-party liability,759654.58,Closed,02/03/2025
CLM-11396,2025,1,Catalonia,Private Motor,Collision,468725.55,Open,23/03/2025
CLM-11397,2025,1,Catalonia,Private Motor,Collision,400153.49,Closed,23/01/2025
CLM-11398,2025,1,Catalonia,Private Motor,Windscreen,85789.83,Closed,01/01/2025
CLM-11399,2025,1,Catalonia,Private Motor,Theft,764879.68,Open,19/03/2025
CLM-11400,2025,1,Catalonia,Private Motor,Collision,336228.22,Closed,09/02/2025
CLM-11401,2025,1,Catalonia,Private Motor,Weather damage,538862.59,Closed,04/02/2025
CLM-11402,2025,1,Catalonia,Private Motor,Third-party liability,785855.64,Closed,26/02/2025
CLM-11403,2025,1,Catalonia,Private Motor,Windscreen,46010.82,Closed,01/02/2025
CLM-11404,2025,1,Catalonia,Private Motor,Collision,246303.84,Closed,25/01/2025
CLM-11405,2025,1,Catalonia,Private Motor,Windscreen,45198.25,Closed,28/01/2025
CLM-11406,2025,1,Catalonia,Private Motor,Collision,154918.73,Closed,18/01/2025
CLM-11407,2025,1,Catalonia,Private Motor,Windscreen,100234.08,Open,01/01/2025
CLM-11408,2025,1,Catalonia,Private Motor,Collision,256347.83,Closed,27/01/2025
CLM-11409,2025,1,Catalonia,Private Motor,Windscreen,127666.36,Closed,17/01/2025
CLM-11410,2025,1,Galicia,Commercial Fleet,Third-party liability,970508.03,Closed,28/01/2025
CLM-11411,2025,1,Galicia,Commercial Fleet,Collision,360682.31,Closed,09/02/2025
CLM-11412,2025,1,Galicia,Commercial Fleet,Collision,409231.04,Open,25/03/2025
CLM-11413,2025,1,Galicia,Commercial Fleet,Theft,535636.89,Closed,15/01/2025
CLM-11414,2025,1,Galicia,Motorcycle,Collision,689212.21,Closed,13/01/2025
CLM-11415,2025,1,Galicia,Private Motor,Total loss,1535594.56,Open,02/02/2025
CLM-11416,2025,1,Galicia,Private Motor,Third-party liability,1357980.96,Open,03/01/2025
CLM-11417,2025,1,Galicia,Private Motor,Windscreen,79000.18,Open,15/03/2025
CLM-11418,2025,1,Galicia,Private Motor,Third-party liability,851713.07,Closed,09/03/2025
CLM-11419,2025,1,Galicia,Private Motor,Collision,241451.4,Open,21/03/2025
CLM-11420,2025,1,Madrid,Commercial Fleet,Third-party liability,533072.91,Closed,04/01/2025
CLM-11421,2025,1,Madrid,Commercial Fleet,Third-party liability,528648.63,Open,20/02/2025
CLM-11422,2025,1,Madrid,Commercial Fleet,Collision,137926.27,Open,04/03/2025
CLM-11423,2025,1,Madrid,Commercial Fleet,Third-party liability,945096.9,Closed,06/02/2025
CLM-11424,2025,1,Madrid,Commercial Fleet,Collision,544043.47,Closed,30/03/2025
CLM-11425,2025,1,Madrid,Commercial Fleet,Third-party liability,1011488.57,Open,28/01/2025
CLM-11426,2025,1,Madrid,Commercial Fleet,Third-party liability,472422.76,Closed,06/03/2025
CLM-11427,2025,1,Madrid,Commercial Fleet,Collision,568823.75,Closed,09/03/2025
CLM-11428,2025,1,Madrid,Commercial Fleet,Theft,350879.8,Closed,29/01/2025
CLM-11429,2025,1,Madrid,Commercial Fleet,Theft,538440.91,Open,09/03/2025
CLM-11430,2025,1,Madrid,Commercial Fleet,Collision,334990.63,Open,16/03/2025
CLM-11431,2025,1,Madrid,Commercial Fleet,Collision,656652.91,Open,09/01/2025
CLM-11432,2025,1,Madrid,Commercial Fleet,Theft,384471.92,Open,03/03/2025
CLM-11433,2025,1,Madrid,Commercial Fleet,Collision,375164.04,Closed,23/03/2025
CLM-11434,2025,1,Madrid,Commercial Fleet,Windscreen,53650.24,Open,08/02/2025
CLM-11435,2025,1,Madrid,Motorcycle,Theft,653378.21,Closed,29/03/2025
CLM-11436,2025,1,Madrid,Motorcycle,Third-party liability,1256909.68,Closed,19/01/2025
CLM-11437,2025,1,Madrid,Motorcycle,Total loss,1666257.08,Closed,26/02/2025
CLM-11438,2025,1,Madrid,Motorcycle,Collision,243894.56,Closed,23/01/2025
CLM-11439,2025,1,Madrid,Motorcycle,Third-party liability,862254.55,Open,04/03/2025
CLM-11440,2025,1,Madrid,Private Motor,Collision,577994.5,Open,12/01/2025
CLM-11441,2025,1,Madrid,Private Motor,Theft,362990.97,Closed,25/03/2025
CLM-11442,2025,1,Madrid,Private Motor,Theft,251843.82,Closed,27/03/2025
CLM-11443,2025,1,Madrid,Private Motor,Collision,603569.09,Closed,04/01/2025
CLM-11444,2025,1,Madrid,Private Motor,Collision,207828.57,Closed,02/03/2025
CLM-11445,2025,1,Madrid,Private Motor,Collision,238623.29,Closed,21/02/2025
CLM-11446,2025,1,Madrid,Private Motor,Collision,203867.65,Open,12/03/2025
CLM-11447,2025,1,Madrid,Private Motor,Total loss,1624910.3,Closed,29/03/2025
CLM-11448,2025,1,Madrid,Private Motor,Third-party liability,571546.11,Open,23/03/2025
CLM-11449,2025,1,Madrid,Private Motor,Third-party liability,472120.87,Closed,05/02/2025
CLM-11450,2025,1,Madrid,Private Motor,Third-party liability,414524.15,Open,22/03/2025
CLM-11451,2025,1,Madrid,Private Motor,Collision,356513.33,Open,30/03/2025
CLM-11452,2025,1,Madrid,Private Motor,Theft,302658.93,Open,19/03/2025
CLM-11453,2025,1,Madrid,Private Motor,Third-party liability,1554438.9,Open,05/03/2025
CLM-11454,2025,1,Madrid,Private Motor,Collision,704968.8,Closed,13/02/2025
CLM-11455,2025,1,Madrid,Private Motor,Collision,419725.54,Closed,05/02/2025
CLM-11456,2025,1,Madrid,Private Motor,Collision,196870.71,Open,06/03/2025
CLM-11457,2025,1,Madrid,Private Motor,Theft,471316.12,Closed,14/02/2025
CLM-11458,2025,1,Madrid,Private Motor,Third-party liability,812004.45,Open,25/03/2025
CLM-11459,2025,1,Madrid,Private Motor,Theft,335472.48,Closed,13/02/2025
CLM-11460,2025,1,Madrid,Private Motor,Third-party liability,573756.61,Open,23/03/2025
CLM-11461,2025,1,Madrid,Private Motor,Third-party liability,909037.66,Closed,26/02/2025
CLM-11462,2025,1,Madrid,Private Motor,Collision,424303.59,Closed,13/01/2025
CLM-11463,2025,1,Madrid,Private Motor,Third-party liability,759696.78,Open,27/01/2025
CLM-11464,2025,1,Madrid,Private Motor,Windscreen,28816.1,Open,19/01/2025
CLM-11465,2025,1,Valencia,Commercial Fleet,Third-party liability,466302.82,Closed,16/01/2025
CLM-11466,2025,1,Valencia,Commercial Fleet,Total loss,928020.2,Closed,19/02/2025
CLM-11467,2025,1,Valencia,Commercial Fleet,Theft,919360.85,Closed,22/03/2025
CLM-11468,2025,1,Valencia,Commercial Fleet,Windscreen,39637.41,Open,01/02/2025
CLM-11469,2025,1,Valencia,Commercial Fleet,Third-party liability,735703.36,Closed,11/02/2025
CLM-11470,2025,1,Valencia,Commercial Fleet,Weather damage,93597.87,Open,04/03/2025
CLM-11471,2025,1,Valencia,Commercial Fleet,Weather damage,185481.13,Open,25/01/2025
CLM-11472,2025,1,Valencia,Commercial Fleet,Weather damage,435299.03,Closed,28/01/2025
CLM-11473,2025,1,Valencia,Commercial Fleet,Weather damage,98076.73,Closed,27/01/2025
CLM-11474,2025,1,Valencia,Motorcycle,Collision,375468.38,Closed,27/03/2025
CLM-11475,2025,1,Valencia,Private Motor,Collision,483567.22,Closed,09/01/2025
CLM-11476,2025,1,Valencia,Private Motor,Theft,725921.51,Closed,18/01/2025
CLM-11477,2025,1,Valencia,Private Motor,Weather damage,379633.41,Closed,11/01/2025
CLM-11478,2025,1,Valencia,Private Motor,Windscreen,47819.86,Open,11/03/2025
CLM-11479,2025,1,Valencia,Private Motor,Third-party liability,359247.1,Closed,09/01/2025
CLM-11480,2025,1,Valencia,Private Motor,Weather damage,139823.34,Closed,16/02/2025
CLM-11481,2025,1,Valencia,Private Motor,Collision,359462.84,Closed,05/03/2025
CLM-11482,2025,1,Valencia,Private Motor,Theft,1139711.47,Open,04/03/2025
CLM-11483,2025,1,Valencia,Private Motor,Third-party liability,856944.47,Open,17/01/2025
CLM-11484,2025,1,Valencia,Private Motor,Weather damage,278404.05,Open,07/03/2025
CLM-11485,2025,1,Valencia,Private Motor,Weather damage,463270.74,Open,01/03/2025
CLM-11486,2025,1,Valencia,Private Motor,Total loss,1018575.52,Open,26/02/2025
CLM-11487,2025,1,Valencia,Private Motor,Collision,149276.03,Open,16/02/2025
CLM-11488,2025,1,Valencia,Private Motor,Windscreen,87488.62,Open,30/01/2025
CLM-11489,2025,1,Valencia,Private Motor,Theft,755161.34,Closed,10/03/2025
CLM-11490,2025,2,Andalusia,Commercial Fleet,Collision,335981.13,Closed,17/06/2025
CLM-11491,2025,2,Andalusia,Commercial Fleet,Collision,455370.26,Open,13/04/2025
CLM-11492,2025,2,Andalusia,Commercial Fleet,Third-party liability,711706.06,Open,17/05/2025
CLM-11493,2025,2,Andalusia,Commercial Fleet,Third-party liability,622477.61,Closed,14/06/2025
CLM-11494,2025,2,Andalusia,Commercial Fleet,Weather damage,217108.21,Open,20/06/2025
CLM-11495,2025,2,Andalusia,Commercial Fleet,Windscreen,31103.38,Closed,05/05/2025
CLM-11496,2025,2,Andalusia,Commercial Fleet,Total loss,513964.95,Open,03/05/2025
CLM-11497,2025,2,Andalusia,Commercial Fleet,Windscreen,43937.44,Closed,03/06/2025
CLM-11498,2025,2,Andalusia,Commercial Fleet,Collision,373210.51,Open,24/04/2025
CLM-11499,2025,2,Andalusia,Commercial Fleet,Collision,192637.54,Closed,17/06/2025
CLM-11500,2025,2,Andalusia,Commercial Fleet,Windscreen,35069.22,Open,09/06/2025
CLM-11501,2025,2,Andalusia,Commercial Fleet,Total loss,647903.86,Open,17/05/2025
CLM-11502,2025,2,Andalusia,Commercial Fleet,Theft,298019.63,Open,23/05/2025
CLM-11503,2025,2,Andalusia,Private Motor,Theft,357598.7,Closed,25/04/2025
CLM-11504,2025,2,Andalusia,Private Motor,Windscreen,27113.45,Open,15/06/2025
CLM-11505,2025,2,Andalusia,Private Motor,Windscreen,29483.54,Open,17/05/2025
CLM-11506,2025,2,Andalusia,Private Motor,Theft,766919.2,Open,22/04/2025
CLM-11507,2025,2,Andalusia,Private Motor,Theft,359920.11,Open,19/06/2025
CLM-11508,2025,2,Andalusia,Private Motor,Collision,256838.12,Closed,09/04/2025
CLM-11509,2025,2,Andalusia,Private Motor,Total loss,838872.15,Closed,06/05/2025
CLM-11510,2025,2,Andalusia,Private Motor,Collision,220842.81,Closed,11/04/2025
CLM-11511,2025,2,Andalusia,Private Motor,Weather damage,441239.35,Closed,26/06/2025
CLM-11512,2025,2,Andalusia,Private Motor,Third-party liability,839408.94,Closed,14/06/2025
CLM-11513,2025,2,Andalusia,Private Motor,Third-party liability,590801.19,Closed,09/06/2025
CLM-11514,2025,2,Andalusia,Private Motor,Theft,981423.24,Open,07/05/2025
CLM-11515,2025,2,Andalusia,Private Motor,Third-party liability,376528.06,Open,29/04/2025
CLM-11516,2025,2,Andalusia,Private Motor,Theft,246659.73,Open,24/05/2025
CLM-11517,2025,2,Andalusia,Private Motor,Total loss,636787.08,Closed,11/05/2025
CLM-11518,2025,2,Andalusia,Private Motor,Total loss,619040.73,Closed,24/04/2025
CLM-11519,2025,2,Andalusia,Private Motor,Theft,215259.87,Open,02/06/2025
CLM-11520,2025,2,Andalusia,Private Motor,Collision,350071.53,Open,26/04/2025
CLM-11521,2025,2,Andalusia,Private Motor,Third-party liability,551711.17,Open,20/06/2025
CLM-11522,2025,2,Andalusia,Private Motor,Third-party liability,375489.02,Open,30/04/2025
CLM-11523,2025,2,Andalusia,Private Motor,Collision,257801.5,Closed,09/05/2025
CLM-11524,2025,2,Andalusia,Private Motor,Windscreen,43848.38,Closed,18/06/2025
CLM-11525,2025,2,Andalusia,Private Motor,Third-party liability,639837.84,Open,02/06/2025
